,sentence,polarity,happiness,sadness,anger,surprise,disgust,fear
JW2HHfQiGVs[0],sp sometimes we have to go to sp in avon sp sometimes,-0.33,0.0,0.33,0.0,0.0,0.0,0.0
JW2HHfQiGVs[1],avon sp sometimes we have to sp we have the christmas party at sp the sp train depot in plainfield sp and stuff sp,-0.33,0.0,1.0,0.0,0.0,0.0,0.0
JW2HHfQiGVs[2],sp and sp sometimes we go to different churches sp to have sp volunteer and stuff sp,0.67,0.33,0.0,0.0,0.0,0.0,0.0
JW2HHfQiGVs[3],sp kelsey start doing it as you go sp and progressing and progressing and progressing sp learn,0.33,0.0,0.0,0.33,0.0,0.0,0.0
JW2HHfQiGVs[4],progressing sp learn stuff that you don't even know about sp through sp like someone sp like sp kyle sp someone's been in sp the role before sp like sp me,1.33,0.0,0.0,0.0,0.0,0.0,0.0
JW2HHfQiGVs[5],before sp like sp me sp i've never been sp in sp a sp co president or president role before sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uQds2dN1AiM[0],sp i have lived in the sp region sp for a sp year sp when i sp was sp younger in kuwait sp and then i now live in turkey sp in istanbul responsible for middle east africa for my sp company i sp met,1.0,1.33,0.0,0.0,0.0,0.0,0.0
_ZlF5Q9W1DM[0],john when i think about sp finding insights for consumers i think it's sp really sort of the sp interplay between the analytical and the conceptual sp,0.33,0.0,0.0,0.0,0.0,0.0,0.0
_ZlF5Q9W1DM[1],issue sp so sp i think those two things together are incredibly important and what drive sp sort of really sp actionable and sort of sustainable brand strategies sp,0.67,0.33,0.0,0.0,0.0,0.0,0.0
icIS9VfbzMw[0],it's tuesday as you can tell from the gray speckled walls behind me i am in an airport and as you can tell sp from my cold dead eyes it's in the morning sp also i,-1.33,0.67,0.33,0.33,0.0,0.0,0.33
icIS9VfbzMw[1],time in our case in indianapolis it's gate sp this is where i come to make because sp there sp are no people here if you're at an,0.0,0.33,0.0,0.0,0.0,0.0,0.33
icIS9VfbzMw[2],people here if you're at an airport take sp the time to walk around and sp find the empty gate because there are plugs and chairs and sp freedom sadly that travel,1.67,0.33,0.0,0.33,0.0,0.0,0.0
icIS9VfbzMw[3],freedom sadly that travel tip does not apply to people in los angeles new york chicago or atlanta thing two,-1.0,0.33,0.0,0.67,0.0,0.0,0.0
icIS9VfbzMw[4],or atlanta thing two the looking for alaska movie so hank my first book looking for alaska came out years ago and the movie rights have been owned ever since by paramount but suddenly it,0.0,0.67,0.0,0.67,0.67,0.0,0.0
icIS9VfbzMw[5],paramount but suddenly it seems like a looking for alaska movie might actually happen because the team has gotten back together the same screenwriters,1.33,1.0,0.0,0.0,0.0,0.0,0.0
icIS9VfbzMw[6],back together the same screenwriters who wrote the fault in our stars and paper towns scott and mike weber are gonna be writing the script and the producers,0.67,0.0,0.0,0.0,0.0,0.0,0.0
icIS9VfbzMw[7],writing the script and the producers of both fault in our stars and paper towns have joined in as well so that is sp very exciting travel tip,1.33,0.67,0.0,0.0,0.67,0.0,0.0
icIS9VfbzMw[8],lounge don't pay to go to the airport lounge it's never worth it you think there's gonna,-2.33,0.0,0.33,1.67,0.0,0.67,0.0
icIS9VfbzMw[9],worth it you think there's gonna be like milk and honey and beds in there you know what they have,-1.0,0.0,0.33,0.67,0.0,0.67,0.0
icIS9VfbzMw[10],airport lounge so unless you really love to drink or are cookie monster there is no way that it's worth it if you want to go,-0.33,1.0,0.0,0.0,0.0,0.0,0.0
icIS9VfbzMw[11],chapel almost every airport has a chapel and they are always nice and pleasant and very quiet sp places hank i noticed most,1.33,2.0,0.0,0.33,0.0,0.0,0.0
icIS9VfbzMw[12],great i'm just so psyched about it and so grateful to everyone who's working on it hank it's one thing,2.0,1.67,0.0,0.0,0.0,0.0,0.0
icIS9VfbzMw[13],on my phone i have a bunch of things to tell you but i also wanna give you some travel tips so i'm gonna intersperse them thing one,0.33,0.0,0.0,0.0,0.0,0.0,0.0
icIS9VfbzMw[14],july sp that is the real date it will sp really come out on that day i sp think sp that's very good,0.33,0.33,0.0,0.0,0.0,0.0,0.0
231025[0],sp hi sp umm sp so sp expo sp time,1.67,1.67,0.0,0.0,0.0,0.0,0.0
231025[1],expo sp time to review a movie sp umm,0.0,1.0,0.0,0.0,0.0,0.0,0.0
231025[2],alright sp let me be frank sp,-0.33,0.67,0.0,0.0,0.0,0.0,0.0
231025[3],sp she's just not sort of a romantic heroine in my mind sp umm,-1.33,0.0,0.33,0.0,0.33,0.67,0.0
231025[4],sp it's sp a sort of sickly sweet love story sp about a a sp stutter woman whose sp umm sp husband dies sp and leaves her letters that sp umm try to help her get back sp into sp life sp and,1.0,1.0,0.0,0.0,0.0,0.0,0.0
231025[5],life sp and sp you sp know it's a sweet idea sp and it was definitely worth seeing if you're looking for something sp umm sp kind sp of {lg} sp but umm i'd sp recommend sp waiting for sp the sp or sp umm sp yeah sp,0.33,2.0,0.0,0.0,0.0,0.0,0.0
231025[6],sp definitely it's sp more of a renter sp and,-2.0,1.0,0.0,0.0,0.33,1.0,0.0
231025[7],renter sp and she just doesn't have the sp uhh sp sort of sp romantic heroine sp look sp,-1.0,0.67,0.33,0.0,0.0,0.0,0.0
231025[8],sp i found her kind of sp uhh sp harsh sp and sp umm it just didn't capitalize on her strengths sp so,-0.67,1.0,0.33,0.0,0.0,0.33,0.0
231025[9],strengths sp so sp not sp a highly recommended movie sp probably like sp a two star movie sp {lg} umm,-2.0,2.0,0.0,0.0,0.0,0.0,0.0
231025[10],{lg} umm definitely sp uhh you know if you got nothing better to do it's fine sp but sp not a fantastic movie sp,-0.67,1.67,0.0,0.0,0.0,0.0,0.0
231025[11],sp i sp really like hilary swank sp i think sp she's a great actress sp and i think sp she was sp fantastic in boys don't cry sp i didn't,2.67,2.0,0.0,0.0,0.0,0.0,0.0
231025[12],cry sp i didn't see the boxing movie uhh sp i just heard sp that it was too grim sp but,-0.67,1.33,0.0,0.0,0.33,1.0,0.0
231025[13],grim sp but sp umm sp i thought she was sp tremendous sp in boys don't cry so i sp really wanted to see what she was up to sp so i went,2.33,1.67,0.0,0.0,0.0,0.0,0.0
231025[14],to sp so i went to see sp i love,0.0,1.67,0.0,0.0,0.0,0.0,0.0
231025[15],see sp i love you sp,1.0,1.0,0.0,0.0,0.0,0.0,0.0
231025[16],sp here's my sp little sp thingy sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231025[17],sp alright sp let me,-0.33,0.67,0.33,0.33,0.33,0.67,0.0
HgDdU_RB9UA[0],no what jay taught me sp and what i believe he taught so many people around the world sp who join us today sp to mourn his passing sp and to celebrate his life sp was that we are not sp in sp the education business sp or the rehabilitation business sp or any other business,0.33,0.33,2.67,0.0,0.0,0.0,0.0
HgDdU_RB9UA[1],that link read this sp it said sp mourns sp long time employee jay think sp about that sp for a moment,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
HgDdU_RB9UA[2],that headline could just as easily have sp read mourns son of distinguished sp or sp mourns special sp instead the headline points out a simple sp fact,-0.67,0.0,1.33,0.0,0.0,0.0,0.0
HgDdU_RB9UA[3],that jay was a person sp in and of himself sp independent of who his parents were sp or whether he had a disability sp or did sp not have a sp disability,0.0,0.0,0.0,0.0,0.33,0.0,0.0
HgDdU_RB9UA[4],he was a person sp who worked for years sp and who contributed sp greatly to the mission of the beach center sp the lifespan institute sp the school of education sp and the university of kansas,1.67,0.33,0.67,0.0,0.0,0.0,0.0
HgDdU_RB9UA[5],and in reflecting on that headline sp and sp thinking about jay and his impact sp on my life and the lives of others sp i realized sp that the most important lesson jay taught me was not really about sp the possible lives that people with severe disabilities tend to lead,2.0,0.67,2.0,0.0,0.0,0.0,0.67
HgDdU_RB9UA[6],that people with severe disabilities could live in their own homes or perform meaningful work sp or lead sp full social life,0.33,0.0,0.0,0.0,0.0,0.0,0.0
128949[0],hi sp this is sp gonna be a review of the movie of i now sp pronounce you chuck and larry and sp this sp is one sp of those movie sp when sp i saw the trailer sp i was all sp happy sp seeing to see that movie because it looks sp so hilarious sp in the trailer sp well unfortunately,0.67,1.33,0.0,0.0,0.0,0.0,0.0
128949[1],trailer sp well unfortunately all the funny parts sp were apparently in the trailer umm sp and i sp say that sp only because there sp were other sp funny parts sp in the movie but it sp was all those sp like sp obvious sp funny sp parts sp umm,-1.33,0.67,0.0,0.0,0.0,0.0,0.0
128949[2],sp it was sp the type of humor that would appeal sp to an eight year old sp boy but that's sp what i should expect sp from an adam sandler sp comedy sp umm,0.0,1.33,0.0,0.0,0.0,0.0,0.0
128949[3],sp umm sp there were too many jokes and sp i felt there was a lot of stereotypes sp,-1.67,0.67,0.0,0.33,0.0,0.33,0.0
128949[4],sp umm i sp felt it went from a lot of sp stereotypes to a lot of sp trying to force sp an after sp school special sp kind of movie sp on sp this sp umm sp and sp umm sp it just sp felt sp too unbelievable from going from sp stereotypes to trying to sp send a message so sp umm sp it sp there were some sp funny jokes in sp there i just sp felt,-1.33,1.33,0.0,0.0,0.67,0.33,0.0
128949[5],jokes in sp there i just sp felt like all sp the jokes were already used in the trailers sp so that was a little disappointing sp to sp me sp it sp was,-0.33,1.0,0.0,0.0,0.0,0.0,0.0
128949[6],sp to sp me sp it sp was a funny movie sp umm,2.33,1.67,0.0,0.0,0.0,0.0,0.0
128949[7],umm sp it wasn't as sp funny as i had hoped it would be sp,-1.0,1.0,0.0,0.0,0.0,0.33,0.0
128949[8],sp it's one of those movie that you should definitely sp you would sp be better off when sp it come out sp in though it definitely wasn't sp worth going to see it at sp the movie theater i was just happen,-1.0,1.0,0.0,0.0,0.0,0.67,0.0
qFsGMA75-oQ[0],tip sp for you i am in the beautiful sp kingdom of bahrain sp attending and speaking sp at the conference for sp and,0.33,0.33,0.0,0.0,0.0,0.0,0.0
qFsGMA75-oQ[1],conference for sp and you sp could see just gorgeous here sp at sp the gulf hotel sp but sp,2.33,2.33,0.0,0.0,0.0,0.0,0.0
qFsGMA75-oQ[2],hotel sp but sp reminding me of a sp great social marketing tip sp for you sp number one when you collect all the business cards from folks at a conference sp be sure to go back sp that sp night sp right away sp and connect with those people sp on instead sp of just putting a rubber band around those business cards and stuffing them in your drawer sp make,1.67,1.33,0.0,0.0,0.0,0.0,0.0
qFsGMA75-oQ[3],with people sp the second tip sp is to find out what the is for the conference sp and,0.33,0.33,0.67,0.0,0.0,0.0,0.0
270628[0],hey sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270628[1],sp eighty sp four here today to talk to you about the movie sp the ripple effect sp which is currently in theaters sp,0.0,0.33,0.0,0.0,0.0,0.0,0.0
270628[2],him down it actually leads to a sort of sp awakening sp or revival sp and he sets out to change a few things and to make his life better sp and to try to take take stutter things into his own hands and do what he can to right all the situations sp,0.67,0.33,0.0,0.0,0.0,0.0,0.0
270628[3],sp now i don't know if this movie is sp uhh sp very well done quite honestly sp umm,-1.0,0.0,1.33,0.0,0.0,0.0,0.0
270628[4],umm it kind of seems like minnie driver and forest whitaker have had much better performances sp and,-2.0,0.0,0.0,1.0,0.33,1.0,0.0
270628[5],performances sp and the main actor sp in this one also even though i've never seen him before i have sp to believe that he's had better performances like sp this sp he doesn't,-1.0,0.0,0.33,0.0,0.0,0.0,0.0
270628[6],this sp he doesn't seem to embody the character very well i sp just,-1.67,0.0,0.0,0.0,0.33,0.67,0.0
270628[7],very well i sp just don't picture this guy sp as sp as stutter i don't stutter picture the actor sp actually being this guy going through this really hard time and and stutter struggling through his life sp as he deals with his marriage and everything else he sp,-1.0,0.0,0.0,0.33,0.33,0.33,0.0
270628[8],everything else he sp doesn't sell it very well in other words sp umm,-1.0,0.0,0.33,0.0,0.0,0.0,0.0
270628[9],sp umm a poor job in that respect sp and i think,-2.0,0.0,1.0,1.0,0.33,0.33,0.0
270628[10],respect sp and i think that like the movie says ripples out and affects the rest of the cast as well sp umm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270628[11],sp umm as i mentioned the supporting actors and actresses kind of don't live up to the billing they don't live up to sp umm what they could have done and what they have sp done in some of their other roles sp so i was,-1.67,0.0,1.0,0.0,0.0,0.0,0.0
270628[12],sp umm this movie is kind of low budget and doesn't feature a lot of well known actors or actresses sp uhh,-1.0,0.0,0.33,1.0,0.0,0.0,0.0
270628[13],roles sp so i was let down quite honestly sp umm,-1.33,0.0,1.0,0.0,0.33,0.0,0.0
270628[14],sp umm i had heard little about the film before i saw it but what i had heard was positive and and stutter your sp know uplifting and thinking sp that it was going to be a good movie sp umm,0.33,0.0,0.33,0.0,0.33,0.33,0.0
270628[15],umm but like i said sp everything put together here wasn't sp the soundtrack,-0.67,0.0,0.33,1.0,0.0,0.0,0.0
270628[16],wasn't sp the soundtrack was downer sp it was,-2.33,0.0,1.33,1.0,0.0,0.67,0.0
270628[17],downer sp it was kind of depressing in parts and it just sp didn't rebound sp to give the highs sp to the positive notes of the movie like it should have sp so,-2.0,0.0,1.67,0.0,0.0,0.67,0.0
270628[18],should have sp so even though it sp the music dragged you down with a sad part of the movie sp it did not bring you back up sp when it turned around and got happy and i don't want,-1.67,0.0,0.33,0.0,0.0,0.0,0.0
270628[19],got happy and i don't want to ruin anything give away any sp plot spoilers or anything like that sp uhh but things you know get better when when stutter,0.67,0.33,0.0,0.0,0.0,0.0,0.0
270628[20],get better when when stutter he has an awakening you can kind of expect sp that things are going to sp look up from there sp,0.0,0.0,1.0,0.0,0.0,0.0,0.0
270628[21],sp one thing to make the movie better i sp think i think stutter when it goes into the actual writing and directing i don't sp think the writer or director sp brought out sp what they could have sp in these sp actors and actresses sp now,-0.33,0.0,0.67,0.0,0.0,0.0,0.0
270628[22],actresses sp now the writer just writes it and kind of leaves it at that but a lot of them tweak it sp uhh based on what the sp umm sp actors' and sp input is so for instance,0.33,0.33,0.0,0.0,0.0,0.0,0.0
270628[23],sp uhh forest whitaker and minnie driver are sp the sp two that i recognized and that i have seen in other films sp,0.0,0.0,1.33,1.0,0.0,0.0,0.0
270628[24],input is so for instance if they think this scene might work a little bit better this way sp or if the director suggest that sp umm sp this scene might be better this way sp you know the writer writes that in and makes changes sp but i,0.0,0.0,0.67,1.0,0.0,0.0,0.0
270628[25],changes sp but i just don't see that being done maybe he was just,-0.67,0.0,0.33,0.0,0.0,0.0,0.0
270628[26],that being done maybe he was just given bad advice and made changes for the worse sp or maybe like i think the actors actresses and director just weren't in this one wholeheartedly sp i'm only,-2.67,0.0,1.33,1.0,0.0,0.0,0.0
270628[27],wholeheartedly sp i'm only going to give it a one out of five stars sp not,-2.67,0.0,0.67,1.0,0.0,0.0,0.0
270628[28],stars sp not a whole lot of redeeming quality about this movie sp uhh,-2.33,0.0,1.33,1.0,0.0,0.0,0.0
270628[29],sp uhh sp save your money don't go see,-2.33,0.0,0.67,0.0,0.0,0.0,0.0
270628[30],sp umm the basic storyline of this movie sp is that there is a sp hollywood sp uhh director sp and his life has kind of sp fallen apart his marriage his finances his relationships everything is kind of,0.0,0.0,0.0,1.0,0.0,0.0,0.0
270628[31],relationships everything is kind of going downhill sp and,-1.0,0.0,0.33,1.0,0.0,0.0,0.0
270628[32],downhill sp and the idea is that these changes kind of ripple out sp and affect all aspects of his life sp and lead to new things so just,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270628[33],new things so just like if you throw a rock in a in a stutter sp pool of water sp umm the ripples kind of go out and they sp alter sp and affect all the water around them sp,-0.33,0.0,1.0,0.0,0.0,0.0,0.0
270628[34],sp in the same sp same stutter uhh stance sp when his personal life kind of falls apart it sp ripples out sp and affects this guy's professional life as well sp umm,-0.67,0.0,1.0,1.0,0.0,0.0,0.0
270628[35],sp umm fortunately though this guy does not let that sp ruin sp him or bring him down it actually,1.0,0.67,0.0,0.0,0.33,0.0,0.0
2vX-ZRQQDwo[0],to sp help sp us sp create more sp out of classroom conversations for that sp and engage in community dialogue sp because what,0.0,0.0,0.0,0.33,0.0,0.0,0.0
2vX-ZRQQDwo[1],dialogue sp because what i know for sure sp if sp anybody can sp help sp heal the community sp it would be a community college sp,1.33,0.67,0.0,0.0,0.0,0.0,0.0
2vX-ZRQQDwo[2],sp we are a place where sp all of these sp things have happened before sp every,0.0,0.33,0.0,0.33,0.0,0.0,0.0
2vX-ZRQQDwo[3],before sp every time someone new sp has come into our community sp we've been there to help respond anytime,1.67,1.0,0.0,0.0,0.0,0.0,0.0
2vX-ZRQQDwo[4],respond anytime is been sp an sp economic struggle in our community sp come we have been sp part responsive anybody is gonna,0.33,0.0,0.0,0.0,0.0,0.0,0.0
2vX-ZRQQDwo[5],part responsive anybody is gonna do it is gonna be us sp,0.33,0.33,0.0,0.0,0.0,0.0,0.0
2vX-ZRQQDwo[6],sp there sp will sp be sp student activism sp we,0.0,0.33,0.0,0.0,0.33,0.0,0.0
95mDHiLeDCM[0],important sp it can affect the interest rates you pay sp and the deals you get as you sp purchase the things you need sp,2.67,2.0,0.0,0.0,0.0,0.0,0.0
95mDHiLeDCM[1],sp ever wish you could monitor your credit without having to pay for it sp,0.67,1.67,0.0,0.0,0.0,0.0,0.0
95mDHiLeDCM[2],sesame sp this is a free website that provides you sp with a monthly update on your credit score sp it,0.33,2.0,0.0,0.0,0.0,0.0,0.0
95mDHiLeDCM[3],score sp it even helps you keep track of your debt sp and gives you great finance management tools sp,2.0,1.67,0.0,0.0,0.0,0.0,0.0
18QjfdhJEM4[0],hello this is ron paul with your weekly update for august,0.0,0.67,0.0,0.0,0.0,0.0,0.0
18QjfdhJEM4[1],the sp super congress created by the recent debt ceiling increase deal is a typical sp example of something nefarious attached to sp a bigger bill that is sp rushed through congress without giving members ample opportunity sp to consider the full sp ramifications,-1.0,0.0,0.0,1.33,0.0,0.67,0.0
18QjfdhJEM4[2],in order to ram sp through one sp special favorable treatment or giveaway a sp certain amount of horse trading is sp done,0.33,0.0,0.33,0.67,0.0,0.0,0.0
18QjfdhJEM4[3],the end result is mammoth bills with of unrelated provisions that favor those with the best sp lobbyists sp at the expense sp of everyone else,-1.33,0.0,1.0,0.33,0.0,0.0,0.0
18QjfdhJEM4[4],the creation of a sp member committee to sp preside over trillion in spending decisions sp and the exclusion of the rest of congress sp also means lobbying firms can focus sp their efforts on an anointed few sp which is certainly more manageable for them than having to deal with the entire congress,0.0,0.33,0.0,0.67,0.0,0.33,0.0
18QjfdhJEM4[5],every cut considered will sp of course have a recipient on the other end whose sp livelihood is being sp threatened,-0.67,0.0,0.0,0.67,0.0,0.0,0.0
18QjfdhJEM4[6],the probable outcome is that any cuts sp realized will be more a function of lobbying sp prowess sp than the merits or demerits sp of the actual programs on the chopping block,0.0,0.0,0.67,0.0,0.0,0.0,0.0
18QjfdhJEM4[7],make no mistake sp i am enthusiastically for cutting sp government sp spending,2.33,1.33,0.0,0.0,0.0,0.0,0.0
18QjfdhJEM4[8],the goal should be to eventually reduce sp government sp down to the size and scope of its constitutional limitations,0.0,0.0,0.33,0.0,0.0,0.0,0.0
18QjfdhJEM4[9],however sp the process sp of getting there must also be constitutional,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18QjfdhJEM4[10],the founding fathers had strong feelings about taxation without representation and under no circumstances would they have felt sp excluding of congress sp from sp fiscal sp decisions was appropriate,-2.0,0.0,0.33,2.0,0.0,0.0,0.0
18QjfdhJEM4[11],i suspect it will be highly vulnerable to corruption and special interests,-1.33,0.0,0.0,0.0,0.0,0.0,0.0
18QjfdhJEM4[12],no benefit can come from such sp careless sp disregard of the,-2.0,0.0,0.33,2.0,0.0,1.0,0.67
18QjfdhJEM4[13],this is because the commission presents a huge opportunity for lobbying firms to sneak their client's pet projects and issues into whatever legislation is created by the commission,0.67,0.0,0.67,0.33,0.33,0.0,0.0
18QjfdhJEM4[14],the fact that automatic sp cuts to defense sp are named if the committee deadlocks simply signals to the military industrial complex to bring their a game sp to the lobbying sp effort,1.0,0.33,0.0,0.0,0.0,0.0,0.0
18QjfdhJEM4[15],one red flag i am constantly aware of in my position as a congressman is that highly complex and convoluted legislation sp frequently sp has dangerous provisions hidden in the fine print,-2.0,0.0,0.0,0.33,0.0,0.33,0.0
18QjfdhJEM4[16],elaborate legislative packages force lawmakers to take sp the bad with the good sp and often if they refuse they are accused of sp voting against sp the positive provision sp never mind the blatant sp constitutional violations in the bill sp the spending the waste and the unchecked expansion of sp government,-2.0,0.0,0.0,1.67,0.0,0.0,0.0
18QjfdhJEM4[17],i don't usually have to read too much of a bill like that before encountering something unconstitutional sp or simply unwise,-1.33,0.0,0.0,0.0,0.0,0.33,0.0
18QjfdhJEM4[18],that doesn't seem to be the case with a majority sp of legislators sp unfortunately,-1.67,0.0,1.33,0.33,0.0,0.0,0.0
Tdw0fJt0lco[0],sp in sp world people are just sp so overwhelmed by information that you really have to set yourself apart and sp,0.33,0.33,0.0,0.0,0.0,0.0,0.0
Tdw0fJt0lco[1],apart and sp i think that the digital tools sp such sp as and sp internet based information we use tv infomercial sp mediums to educate sp our consumers about the car product and technology sp and,0.67,0.0,0.0,0.0,0.0,0.0,0.0
74870[0],this sp is blade sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74870[1],sp this movie is sp starring sp wesley sp snipes sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74870[2],sp and he has sp he meets sp this sp girl sp that sp is sp kind of sp i don't know sp taking an sp interest sp to his sp life a little sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74870[3],sp and sp stutter trying to figure out what the deal is sp,-0.67,0.0,0.0,0.33,0.0,0.33,0.0
74870[4],sp it's about a man sp that is sp a sp vampire pretty much sp,-0.33,0.0,0.0,0.0,1.67,0.0,0.33
74870[5],sp and sp he's not what you consider one of them sp i don't know full vampires sp,-0.33,0.0,0.0,0.0,0.0,0.0,0.0
74870[6],sp because he don't go around drinking people blood sp matter of fact,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74870[7],blood sp matter of fact he go around sp fighting sp actual vampires sp,-0.33,0.0,0.0,0.0,0.0,0.33,0.0
74870[8],sp he is not getting his blood from sp sucking people's sp necks and all that stuff and killing folks or whatever you do sp whatever,-0.67,0.0,0.0,0.67,0.0,0.33,0.0
74870[9],do sp whatever they do sp,0.0,0.0,0.67,0.0,0.0,0.0,0.0
74870[10],sp he actually gets his sp from a little sp he he sp stutter got some kind of special stuff that he use sp,0.0,0.33,0.0,0.0,0.33,0.0,0.0
74870[11],sp so he don't have sp to do all that sp,-0.33,0.0,0.0,0.0,0.0,0.0,0.0
LX2rT5C3sJs[0],sp during our content marketing strategies for digital signage we sp discuss how to integrate sp content marketing techniques sp into digital signage sp,0.33,1.0,0.0,0.0,0.0,0.0,0.0
LX2rT5C3sJs[1],sp we talk about using content marketing sp as sp part of your overall communication strategy sp using content marketing to attract sp and retain audiences sp using content marketing to change sp or influence behavior sp and measuring the effectiveness sp of your content marketing efforts sp,1.67,1.67,0.0,0.0,0.0,0.0,0.33
iex7I7iVnLk[0],sp now as it turns out there are two distinct coping strategies sp the sp,0.0,1.33,0.0,0.0,0.0,0.0,0.0
iex7I7iVnLk[1],strategies sp the sp first sp focuses on changing a situation or solving a problem sp,0.67,1.0,0.0,0.0,0.0,0.0,0.0
33ueXDUn3mA[0],is to sp answer sp the question whether india can become a superpower or not sp the obvious answer is yes because eventually we will arrive at that spot sp we,1.67,2.0,0.0,0.0,0.0,0.0,0.33
33ueXDUn3mA[1],slow we're not like china sp we're not dictator we're not dictator sp so,0.33,0.33,0.0,0.0,0.0,0.0,0.0
33ueXDUn3mA[2],sp what our biggest concern sp is to sp watch out for sp mars emergency problems just come up who knows,-1.0,0.67,0.0,0.0,0.0,0.0,0.0
33ueXDUn3mA[3],spot sp we sp the transformation process is starting has begun since sp so india is not looking sp back sp now sp,0.33,0.67,0.0,0.0,0.0,0.0,0.0
33ueXDUn3mA[4],definition of a superpower nuclear weapons good sp roads sp good railways good infrastructure sp good sp power sp good power facilities zero power cuts sp women's education equal sp rights sp,1.0,1.0,0.0,0.0,0.0,0.0,0.0
33ueXDUn3mA[5],sp but sp the sp difficult the difficult question sp will sp be sp how sp quickly sp because,0.0,0.33,0.0,0.0,0.0,0.0,0.0
33ueXDUn3mA[6],sp you sp have a billion people and the biggest problem is sp just sp what today's sp last session was sp when sp the mars problems come sp in the last five years sp these problems are going to be sp the sp crucial ones if you need sp to sp watch out sp for sp because sp,0.0,0.33,0.0,0.0,0.0,0.0,0.33
G4HMKRdIva0[0],sp i want sp to apologize to you if i have wronged you in any way sp and i want sp to apologize to you if i have sp discouraged you in any way in your sp faith sp,1.0,0.33,0.0,0.33,0.0,0.0,0.0
G4HMKRdIva0[1],sp the messages that i make sp are for people to repent of sp their sins sp and to get right with sp jesus sp,-0.67,0.0,0.0,1.0,0.0,0.0,0.0
G4HMKRdIva0[2],sp so i apologize if sp i discouraged anyone sp by sp making you think sp that sp you have sp to be perfect on your own merit sp or you have sp to be sp good on your own merit sp because that is not what it is about sp,-0.33,0.0,0.0,1.0,0.0,0.0,0.0
G4HMKRdIva0[3],sp none of us are perfect sp and none of us are sp good sp but with jesus all things are possible sp,-0.33,0.0,0.33,1.33,0.0,0.0,1.0
G4HMKRdIva0[4],sp so if i encourage you in anything to sp get right with sp jesus sp jesus knows your heart sp he knows if you are serious about repentance sp and he knows the people who are just sp playing games sp,1.0,0.33,0.0,1.33,0.0,0.33,0.0
G4HMKRdIva0[5],sp make sure that you get right with jesus because he loves you he cares for your soul and he finds no sp pleasure sp in sending anyone to hell sp,1.33,0.33,0.67,0.0,0.0,0.0,0.33
G4HMKRdIva0[6],sp so go to jesus he will accept you sp he will not say not perfect not good sp going to cast you sp that is not our heavenly sp father sp,1.33,0.33,0.0,1.33,0.0,0.0,0.0
G4HMKRdIva0[7],sp he loves the whole world and he died for us sp that we may have eternal sp life not by,1.0,0.0,0.33,1.33,0.0,0.67,0.0
G4HMKRdIva0[8],sp life not by our own merit not by our own goodness sp but sp of sp how great the lord jesus is sp,1.0,1.0,0.0,1.0,0.0,0.0,0.0
G4HMKRdIva0[9],sp he will purify you sp but you have to repent of your sins sp confess your sins before him sp and he will purify you of all your sp,-1.0,0.33,0.0,1.67,0.0,0.0,0.0
G4HMKRdIva0[10],your sp so i want to apologize sp if i have discouraged anyone sp and i want to encourage you sp that it is by the grace of jesus that we are saved sp but you have sp to really repent sp,-0.33,0.0,0.33,0.33,0.0,0.0,0.0
G4HMKRdIva0[11],snow sp none of us are good and sp none of us are perfect sp but it is sp through jesus because sp everything is possible with sp god sp,1.0,0.33,0.0,1.0,0.0,0.0,0.0
G4HMKRdIva0[12],sp i want anyone to be discouraged by my message sp the message of repentance sp so i want to tell you that sp no one is sp perfect sp,0.67,0.0,0.0,1.0,0.0,0.0,0.0
G4HMKRdIva0[13],sp the devil would have you believe that sp you know sp i just believe sp that sp i am perfect sp and sp i think that i am good sp and i think that you are bad and sp i think everyone else out there is sp bad and i think sp that i sp am sp not true i sp think,-1.67,0.0,0.67,2.0,0.0,1.0,0.33
G4HMKRdIva0[14],sp i think that i am perfect sp and sp in sp fact no one is sp good and no one is sp perfect sp but sp the condemnation that sends people to hell sp is not that sp we are not sp perfect or sp good sp but it is that sp we never got right with sp jesus and repented of our sins sp,-1.0,0.0,0.33,0.33,0.0,0.33,0.0
G4HMKRdIva0[15],sp jesus loves you sp and jesus sp wants your soul sp he is fighting for your soul because he loves you sp,2.0,2.0,0.0,0.0,0.0,0.0,0.0
G4HMKRdIva0[16],sp jesus has no please in anyone sp in sp the lake of sp fire sp,-0.67,0.0,0.0,1.33,0.0,0.0,0.0
tw2xFbfgV4U[0],ground sp we'll talk about choosing the right patterns sp laying out your screens sp working with graphics and texts sp and a whole lot more sp but,0.67,0.0,0.0,0.0,0.0,0.0,0.0
tw2xFbfgV4U[1],devices sp at the end of the day what good is designing beautiful buttons sp text and graphics sp unless you understand the screens that it will be shown on right sp when,0.67,0.67,0.0,0.0,0.0,0.0,0.33
